REAL TIME DATE OF LOGFILE: 08.03.2022 18:03:43
[DAY: 1 | 06:00:01]	LIGHT_SENS - 		4
[DAY: 5 | 08:01:27]	NOISE_SENS - 		13
[DAY: 5 | 08:05:20]	WINDOW - 		CLOSED
[DAY: 5 | 08:05:20]	HEATER - 		ON 	[TEMP: 10,01107]
[DAY: 5 | 08:05:29]	NOISE_SENS - 		58
[DAY: 5 | 08:09:55]	NOISE_SENS - 		35
[DAY: 5 | 08:13:39]	NOISE_SENS - 		96
[DAY: 5 | 08:17:51]	NOISE_SENS - 		12
[DAY: 5 | 08:21:42]	NOISE_SENS - 		51
[DAY: 5 | 08:25:08]	NOISE_SENS - 		39
[DAY: 5 | 08:29:32]	NOISE_SENS - 		22
[DAY: 5 | 08:37:27]	NOISE_SENS - 		32
[DAY: 5 | 08:42:00]	NOISE_SENS - 		33
[DAY: 5 | 08:45:39]	NOISE_SENS - 		1
[DAY: 5 | 08:49:54]	NOISE_SENS - 		99
[DAY: 5 | 08:49:54]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 08:53:39]	LIGHT_SENS - 		0
[DAY: 5 | 08:53:39]	NOISE_SENS - 		10
[DAY: 5 | 08:53:39]	MOVEMENT_SENS - 		ON
[DAY: 5 | 08:54:02]	LIGHT_SENS - 		8
[DAY: 5 | 09:01:01]	LIGHT_SENS - 		10
[DAY: 5 | 09:02:11]	DOOR - 		UNLOCKED
[DAY: 5 | 09:02:13]	NOISE_SENS - 		66
[DAY: 5 | 09:03:46]	DOOR - 		LOCKED
[DAY: 5 | 09:03:46]	CAMERA - 		ON
[DAY: 5 | 09:03:49]	NOISE_SENS - 		70
[DAY: 5 | 09:03:49]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 09:03:52]	NOISE_SENS - 		0
[DAY: 5 | 11:00:41]	HEATER - 		OFF 	[TEMP: 22,04496]
[DAY: 5 | 16:01:01]	LIGHT_SENS - 		9
[DAY: 5 | 17:04:57]	DOOR - 		UNLOCKED
[DAY: 5 | 17:05:12]	DOOR - 		LOCKED
[DAY: 5 | 17:05:12]	CAMERA - 		OFF
[DAY: 5 | 17:05:14]	MOVEMENT_SENS - 		ON
[DAY: 5 | 17:11:41]	WINDOW - 		OPENED
[DAY: 5 | 17:11:43]	NOISE_SENS - 		88
[DAY: 5 | 17:17:13]	NOISE_SENS - 		65
[DAY: 5 | 17:23:27]	NOISE_SENS - 		84
[DAY: 5 | 17:29:48]	NOISE_SENS - 		71
[DAY: 5 | 17:35:40]	NOISE_SENS - 		32
[DAY: 5 | 17:41:51]	NOISE_SENS - 		66
[DAY: 5 | 17:47:43]	NOISE_SENS - 		22
[DAY: 5 | 17:53:12]	NOISE_SENS - 		74
[DAY: 5 | 17:59:31]	NOISE_SENS - 		46
[DAY: 5 | 18:01:01]	LIGHT_SENS - 		8
[DAY: 5 | 18:05:14]	NOISE_SENS - 		38
[DAY: 5 | 18:11:52]	WINDOW - 		CLOSED
[DAY: 5 | 18:11:52]	HEATER - 		ON 	[TEMP: 12,58648]
[DAY: 5 | 18:11:54]	NOISE_SENS - 		13
[DAY: 5 | 18:17:18]	NOISE_SENS - 		89
[DAY: 5 | 18:23:45]	NOISE_SENS - 		28
[DAY: 5 | 18:29:10]	NOISE_SENS - 		16
[DAY: 5 | 18:35:25]	NOISE_SENS - 		43
[DAY: 5 | 18:41:27]	NOISE_SENS - 		5
[DAY: 5 | 18:47:18]	NOISE_SENS - 		28
[DAY: 5 | 18:53:04]	NOISE_SENS - 		69
[DAY: 5 | 18:59:55]	NOISE_SENS - 		100
[DAY: 5 | 18:59:55]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 19:01:02]	LIGHT_SENS - 		7
[DAY: 5 | 19:05:13]	NOISE_SENS - 		20
[DAY: 5 | 19:05:13]	MOVEMENT_SENS - 		ON
[DAY: 5 | 19:11:28]	NOISE_SENS - 		16
[DAY: 5 | 19:17:29]	NOISE_SENS - 		52
[DAY: 5 | 19:17:29]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 19:23:52]	NOISE_SENS - 		2
[DAY: 5 | 19:23:52]	MOVEMENT_SENS - 		ON
[DAY: 5 | 19:29:37]	NOISE_SENS - 		76
[DAY: 5 | 19:35:27]	NOISE_SENS - 		20
[DAY: 5 | 19:41:51]	NOISE_SENS - 		54
[DAY: 5 | 19:47:10]	NOISE_SENS - 		26
[DAY: 5 | 19:53:46]	NOISE_SENS - 		31
[DAY: 5 | 19:59:53]	NOISE_SENS - 		77
[DAY: 5 | 20:01:02]	LIGHT_SENS - 		5
[DAY: 5 | 20:05:26]	NOISE_SENS - 		47
[DAY: 5 | 20:05:26]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 20:11:14]	NOISE_SENS - 		60
[DAY: 5 | 20:11:14]	MOVEMENT_SENS - 		ON
[DAY: 5 | 20:17:29]	NOISE_SENS - 		16
[DAY: 5 | 20:23:25]	NOISE_SENS - 		1
[DAY: 5 | 20:29:01]	HEATER - 		OFF 	[TEMP: 22,01324]
[DAY: 5 | 20:29:36]	NOISE_SENS - 		89
[DAY: 5 | 20:35:44]	NOISE_SENS - 		32
[DAY: 5 | 20:41:16]	NOISE_SENS - 		37
[DAY: 5 | 20:47:04]	NOISE_SENS - 		7
[DAY: 5 | 20:47:04]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 20:53:25]	NOISE_SENS - 		77
[DAY: 5 | 20:53:25]	MOVEMENT_SENS - 		ON
[DAY: 5 | 20:59:40]	NOISE_SENS - 		96
[DAY: 5 | 21:01:01]	LIGHT_SENS - 		3
[DAY: 5 | 21:05:25]	NOISE_SENS - 		18
[DAY: 5 | 21:11:41]	NOISE_SENS - 		67
[DAY: 5 | 21:17:39]	NOISE_SENS - 		23
[DAY: 5 | 21:17:39]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 21:23:53]	NOISE_SENS - 		30
[DAY: 5 | 21:23:53]	MOVEMENT_SENS - 		ON
[DAY: 5 | 21:29:19]	NOISE_SENS - 		95
[DAY: 5 | 21:35:47]	NOISE_SENS - 		72
[DAY: 5 | 21:35:47]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 21:41:51]	NOISE_SENS - 		92
[DAY: 5 | 21:41:51]	MOVEMENT_SENS - 		ON
[DAY: 5 | 21:47:06]	NOISE_SENS - 		4
[DAY: 5 | 21:47:06]	MOVEMENT_SENS - 		OFF
[DAY: 5 | 21:53:25]	NOISE_SENS - 		39
[DAY: 5 | 21:53:25]	MOVEMENT_SENS - 		ON
[DAY: 5 | 21:59:56]	NOISE_SENS - 		17
[DAY: 5 | 22:01:02]	LIGHT_SENS - 		1
[DAY: 5 | 22:10:35]	NOISE_SENS - 		0
[DAY: 5 | 23:01:02]	LIGHT_SENS - 		0
[DAY: 6 | 04:01:02]	LIGHT_SENS - 		1
[DAY: 6 | 05:01:02]	LIGHT_SENS - 		2
[DAY: 6 | 06:01:16]	LIGHT_SENS - 		4
[DAY: 6 | 07:01:02]	LIGHT_SENS - 		6
[DAY: 6 | 07:16:56]	WINDOW - 		OPENED
[DAY: 6 | 07:16:59]	NOISE_SENS - 		27
[DAY: 6 | 07:28:06]	NOISE_SENS - 		87
[DAY: 6 | 07:40:25]	NOISE_SENS - 		49
[DAY: 6 | 07:52:06]	NOISE_SENS - 		17
[DAY: 6 | 08:01:02]	LIGHT_SENS - 		8
[DAY: 6 | 08:04:20]	NOISE_SENS - 		8
[DAY: 6 | 08:16:06]	WINDOW - 		CLOSED
[DAY: 6 | 08:16:06]	HEATER - 		ON 	[TEMP: 11,96398]
[DAY: 6 | 08:16:08]	NOISE_SENS - 		45
[DAY: 6 | 08:16:08]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 08:28:16]	NOISE_SENS - 		30
[DAY: 6 | 08:28:16]	MOVEMENT_SENS - 		ON
[DAY: 6 | 08:41:00]	NOISE_SENS - 		91
[DAY: 6 | 08:52:10]	LIGHT_SENS - 		0
[DAY: 6 | 08:52:10]	NOISE_SENS - 		20
[DAY: 6 | 08:53:02]	LIGHT_SENS - 		8
[DAY: 6 | 09:00:24]	DOOR - 		UNLOCKED
[DAY: 6 | 09:00:26]	NOISE_SENS - 		62
[DAY: 6 | 09:01:02]	LIGHT_SENS - 		10
[DAY: 6 | 09:01:29]	DOOR - 		LOCKED
[DAY: 6 | 09:01:29]	CAMERA - 		ON
[DAY: 6 | 09:01:46]	NOISE_SENS - 		81
[DAY: 6 | 09:01:46]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 09:01:49]	NOISE_SENS - 		0
[DAY: 6 | 10:41:02]	HEATER - 		OFF 	[TEMP: 22,00918]
[DAY: 6 | 16:01:02]	LIGHT_SENS - 		9
[DAY: 6 | 17:04:22]	DOOR - 		UNLOCKED
[DAY: 6 | 17:05:48]	DOOR - 		LOCKED
[DAY: 6 | 17:05:48]	CAMERA - 		OFF
[DAY: 6 | 17:05:50]	MOVEMENT_SENS - 		ON
[DAY: 6 | 17:10:23]	WINDOW - 		OPENED
[DAY: 6 | 17:10:26]	NOISE_SENS - 		60
[DAY: 6 | 17:15:20]	NOISE_SENS - 		21
[DAY: 6 | 17:20:16]	NOISE_SENS - 		55
[DAY: 6 | 17:25:04]	NOISE_SENS - 		4
[DAY: 6 | 17:30:08]	NOISE_SENS - 		79
[DAY: 6 | 17:35:35]	NOISE_SENS - 		70
[DAY: 6 | 17:35:35]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 17:40:08]	NOISE_SENS - 		47
[DAY: 6 | 17:40:08]	MOVEMENT_SENS - 		ON
[DAY: 6 | 17:45:43]	NOISE_SENS - 		65
[DAY: 6 | 17:50:41]	NOISE_SENS - 		20
[DAY: 6 | 17:55:08]	NOISE_SENS - 		65
[DAY: 6 | 18:00:29]	NOISE_SENS - 		74
[DAY: 6 | 18:01:02]	LIGHT_SENS - 		8
[DAY: 6 | 18:05:41]	NOISE_SENS - 		71
[DAY: 6 | 18:10:44]	WINDOW - 		CLOSED
[DAY: 6 | 18:10:44]	HEATER - 		ON 	[TEMP: 14,59181]
[DAY: 6 | 18:10:47]	NOISE_SENS - 		50
[DAY: 6 | 18:15:28]	NOISE_SENS - 		7
[DAY: 6 | 18:20:41]	NOISE_SENS - 		82
[DAY: 6 | 18:25:10]	NOISE_SENS - 		51
[DAY: 6 | 18:25:10]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 18:30:21]	NOISE_SENS - 		17
[DAY: 6 | 18:30:21]	MOVEMENT_SENS - 		ON
[DAY: 6 | 18:35:22]	NOISE_SENS - 		20
[DAY: 6 | 18:40:33]	NOISE_SENS - 		14
[DAY: 6 | 18:45:15]	DOOR - 		UNLOCKED
[DAY: 6 | 18:45:17]	NOISE_SENS - 		54
[DAY: 6 | 18:46:20]	DOOR - 		LOCKED
[DAY: 6 | 18:46:20]	CAMERA - 		ON
[DAY: 6 | 18:46:23]	NOISE_SENS - 		0
[DAY: 6 | 18:46:23]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 19:01:02]	LIGHT_SENS - 		7
[DAY: 6 | 19:06:52]	DOOR - 		UNLOCKED
[DAY: 6 | 19:06:54]	NOISE_SENS - 		69
[DAY: 6 | 19:06:56]	NOISE_SENS - 		0
[DAY: 6 | 19:07:41]	DOOR - 		LOCKED
[DAY: 6 | 19:07:41]	CAMERA - 		OFF
[DAY: 6 | 19:07:44]	NOISE_SENS - 		36
[DAY: 6 | 19:07:44]	MOVEMENT_SENS - 		ON
[DAY: 6 | 19:12:42]	NOISE_SENS - 		84
[DAY: 6 | 19:17:44]	NOISE_SENS - 		15
[DAY: 6 | 19:23:00]	NOISE_SENS - 		32
[DAY: 6 | 19:27:40]	NOISE_SENS - 		43
[DAY: 6 | 19:32:02]	NOISE_SENS - 		55
[DAY: 6 | 19:37:19]	NOISE_SENS - 		58
[DAY: 6 | 19:42:39]	NOISE_SENS - 		44
[DAY: 6 | 19:47:54]	NOISE_SENS - 		67
[DAY: 6 | 19:52:28]	NOISE_SENS - 		30
[DAY: 6 | 19:57:26]	NOISE_SENS - 		65
[DAY: 6 | 19:57:26]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 19:58:29]	HEATER - 		OFF 	[TEMP: 22,03902]
[DAY: 6 | 20:01:01]	LIGHT_SENS - 		5
[DAY: 6 | 20:02:26]	NOISE_SENS - 		17
[DAY: 6 | 20:02:26]	MOVEMENT_SENS - 		ON
[DAY: 6 | 20:07:13]	NOISE_SENS - 		32
[DAY: 6 | 20:12:53]	NOISE_SENS - 		78
[DAY: 6 | 20:17:28]	NOISE_SENS - 		45
[DAY: 6 | 20:22:18]	NOISE_SENS - 		4
[DAY: 6 | 20:27:02]	NOISE_SENS - 		38
[DAY: 6 | 20:32:32]	NOISE_SENS - 		82
[DAY: 6 | 20:37:30]	NOISE_SENS - 		48
[DAY: 6 | 20:42:57]	NOISE_SENS - 		71
[DAY: 6 | 20:42:57]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 20:47:06]	NOISE_SENS - 		83
[DAY: 6 | 20:47:06]	MOVEMENT_SENS - 		ON
[DAY: 6 | 20:52:59]	NOISE_SENS - 		20
[DAY: 6 | 20:57:30]	NOISE_SENS - 		42
[DAY: 6 | 20:57:30]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 21:01:02]	LIGHT_SENS - 		3
[DAY: 6 | 21:02:33]	NOISE_SENS - 		95
[DAY: 6 | 21:02:33]	MOVEMENT_SENS - 		ON
[DAY: 6 | 21:07:35]	NOISE_SENS - 		94
[DAY: 6 | 21:12:53]	NOISE_SENS - 		33
[DAY: 6 | 21:17:59]	NOISE_SENS - 		47
[DAY: 6 | 21:17:59]	MOVEMENT_SENS - 		OFF
[DAY: 6 | 21:22:03]	NOISE_SENS - 		33
[DAY: 6 | 21:22:03]	MOVEMENT_SENS - 		ON
[DAY: 6 | 21:27:33]	NOISE_SENS - 		28
[DAY: 6 | 21:32:54]	NOISE_SENS - 		7
[DAY: 6 | 21:37:49]	NOISE_SENS - 		89
[DAY: 6 | 21:42:18]	NOISE_SENS - 		16
[DAY: 6 | 22:01:02]	LIGHT_SENS - 		1
[DAY: 6 | 22:10:38]	NOISE_SENS - 		0
[DAY: 6 | 23:01:02]	LIGHT_SENS - 		0
[DAY: 7 | 04:01:02]	LIGHT_SENS - 		1
[DAY: 7 | 05:01:01]	LIGHT_SENS - 		2
[DAY: 7 | 06:01:02]	LIGHT_SENS - 		4
[DAY: 7 | 07:01:02]	LIGHT_SENS - 		6
[DAY: 7 | 07:08:23]	WINDOW - 		OPENED
[DAY: 7 | 07:08:26]	NOISE_SENS - 		98
[DAY: 7 | 07:13:21]	NOISE_SENS - 		11
[DAY: 7 | 07:18:36]	NOISE_SENS - 		1
[DAY: 7 | 07:23:24]	NOISE_SENS - 		30
[DAY: 7 | 07:28:08]	NOISE_SENS - 		17
[DAY: 7 | 07:33:08]	NOISE_SENS - 		24
[DAY: 7 | 07:38:46]	NOISE_SENS - 		25
[DAY: 7 | 07:43:22]	NOISE_SENS - 		11
[DAY: 7 | 07:48:50]	NOISE_SENS - 		52
[DAY: 7 | 07:53:57]	NOISE_SENS - 		34
[DAY: 7 | 07:53:57]	MOVEMENT_SENS - 		OFF
[DAY: 7 | 07:58:19]	NOISE_SENS - 		51
[DAY: 7 | 08:01:02]	LIGHT_SENS - 		8
[DAY: 7 | 08:03:21]	NOISE_SENS - 		71
[DAY: 7 | 08:08:02]	WINDOW - 		CLOSED
[DAY: 7 | 08:08:02]	HEATER - 		ON 	[TEMP: 11,43683]
[DAY: 7 | 08:08:04]	NOISE_SENS - 		24
[DAY: 7 | 08:08:04]	MOVEMENT_SENS - 		ON
[DAY: 7 | 08:13:06]	NOISE_SENS - 		40
[DAY: 7 | 08:13:06]	MOVEMENT_SENS - 		OFF
[DAY: 7 | 08:18:36]	NOISE_SENS - 		93
[DAY: 7 | 08:23:04]	NOISE_SENS - 		64
[DAY: 7 | 08:28:25]	NOISE_SENS - 		26
[DAY: 7 | 08:33:20]	NOISE_SENS - 		6
[DAY: 7 | 08:33:20]	MOVEMENT_SENS - 		ON
[DAY: 7 | 08:38:29]	NOISE_SENS - 		1
[DAY: 7 | 08:43:30]	LIGHT_SENS - 		0
[DAY: 7 | 08:43:30]	NOISE_SENS - 		73
[DAY: 7 | 08:44:02]	LIGHT_SENS - 		8
[DAY: 7 | 09:01:02]	LIGHT_SENS - 		10
[DAY: 7 | 09:01:22]	DOOR - 		UNLOCKED
[DAY: 7 | 09:01:24]	NOISE_SENS - 		67
[DAY: 7 | 09:02:52]	DOOR - 		LOCKED
[DAY: 7 | 09:02:52]	CAMERA - 		ON
[DAY: 7 | 09:02:54]	NOISE_SENS - 		76
[DAY: 7 | 09:02:54]	MOVEMENT_SENS - 		OFF
[DAY: 7 | 09:02:57]	NOISE_SENS - 		0
[DAY: 7 | 10:44:02]	HEATER - 		OFF 	[TEMP: 22,04143]
[DAY: 7 | 16:01:02]	LIGHT_SENS - 		9
[DAY: 7 | 17:08:48]	DOOR - 		UNLOCKED
[DAY: 7 | 17:09:06]	DOOR - 		LOCKED
[DAY: 7 | 17:09:06]	CAMERA - 		OFF
[DAY: 7 | 17:09:08]	MOVEMENT_SENS - 		ON
[DAY: 7 | 17:20:46]	NOISE_SENS - 		75
[DAY: 7 | 17:31:27]	WINDOW - 		OPENED
[DAY: 7 | 17:31:30]	NOISE_SENS - 		8
[DAY: 7 | 17:31:30]	MOVEMENT_SENS - 		OFF
[DAY: 7 | 17:42:55]	NOISE_SENS - 		3
[DAY: 7 | 17:53:13]	NOISE_SENS - 		45
[DAY: 7 | 17:53:13]	MOVEMENT_SENS - 		ON
[DAY: 7 | 18:01:02]	LIGHT_SENS - 		8
[DAY: 7 | 18:04:32]	NOISE_SENS - 		12
[DAY: 7 | 18:15:06]	NOISE_SENS - 		56
[DAY: 7 | 18:26:15]	WINDOW - 		CLOSED
[DAY: 7 | 18:26:15]	HEATER - 		ON 	[TEMP: 14,3979]
[DAY: 7 | 18:26:17]	NOISE_SENS - 		52
[DAY: 7 | 18:37:36]	NOISE_SENS - 		77
[DAY: 7 | 18:37:36]	MOVEMENT_SENS - 		OFF
[DAY: 7 | 18:48:24]	NOISE_SENS - 		15
[DAY: 7 | 18:48:24]	MOVEMENT_SENS - 		ON
[DAY: 7 | 18:59:25]	NOISE_SENS - 		28
[DAY: 7 | 19:01:01]	LIGHT_SENS - 		7
[DAY: 7 | 19:10:55]	NOISE_SENS - 		67
[DAY: 7 | 19:21:41]	NOISE_SENS - 		68
[DAY: 7 | 19:32:41]	NOISE_SENS - 		53
[DAY: 7 | 19:43:22]	NOISE_SENS - 		97
[DAY: 7 | 19:54:44]	NOISE_SENS - 		95
[DAY: 7 | 20:01:02]	LIGHT_SENS - 		5
[DAY: 7 | 20:05:32]	NOISE_SENS - 		55
[DAY: 7 | 20:16:27]	NOISE_SENS - 		53
[DAY: 7 | 20:17:02]	HEATER - 		OFF 	[TEMP: 22,0473]
[DAY: 7 | 20:27:59]	NOISE_SENS - 		57
[DAY: 7 | 20:38:06]	NOISE_SENS - 		48
[DAY: 7 | 20:49:09]	NOISE_SENS - 		51
[DAY: 7 | 21:00:34]	NOISE_SENS - 		44
[DAY: 7 | 21:01:02]	LIGHT_SENS - 		3
[DAY: 7 | 21:11:02]	NOISE_SENS - 		75
[DAY: 7 | 21:22:29]	NOISE_SENS - 		53
[DAY: 7 | 21:33:08]	NOISE_SENS - 		23
[DAY: 7 | 21:44:35]	NOISE_SENS - 		19
[DAY: 7 | 22:01:01]	LIGHT_SENS - 		1
[DAY: 7 | 22:15:51]	NOISE_SENS - 		0
[DAY: 7 | 23:01:02]	LIGHT_SENS - 		0
[DAY: 8 | 04:01:01]	LIGHT_SENS - 		1
[DAY: 8 | 05:01:01]	LIGHT_SENS - 		2
